Date;text;approval_date
2017-06-20;greatly appreciate efforts president xi china help north korea worked least know china tried u condemns brutality north korean regime mourn latest victim video karen handel congress fight lower taxes great healthcare strong security hard worker never give vote today democrat jon ossoff wants raise taxes highest level weak crime security even live district big day tomorrow georgia south carolina obamacare dead dems want raise taxes big obstruct ideas vote r;39.77451
2017-06-21;thank kirkwood community college heading u cellular center pme make america great c landed iowa see everyone soon maga democrats would much better party got together republicans healthcaretax cutssecurity obstruction work well special elections want make america great fake news money spent ralph norman ran fantastic race win great state south carolina th district honored success tonight congratulations karen handel big win georgia th fantastic job proud thank foxnews huge win president trump gop georgia congressional special election things looking great karen h great honor welcome president petro poroshenko ukraine whitehouse today vp pence c;39.66325
2017-06-22;thinking stevescalise teamscalise together going make america great americafirst supportive senate healthcarebill look forward making really special remember obamacare dead mexico ranked second deadliest country world syria drug trade largely cause build wall promised campaign ms gang continues icegov busts ms members new york operation whether tapes recordings conversations james comey make recordings recently reported electronic surveillance intercepts unmasking illegal leaking information idea certainly hope democrats force nancy p would bad republican party please let cryin chuck stay dnc refuse turn server fbi still big dem scam excuse losing election democratic national committee turn dhs offer protect hacks long prior election big dem hoax way russia working hard election took place obama admin stop former homeland security advisor jeh johnson latest top intelligence official state grand scheme trump russia great night iowa special people thank;39.58413
2017-06-23;weekly address today tremendous honor sign vaaccountability act law delivering campaign promise c helped pass signed legislative bills mostly democratic support gotten rid massive amounts regulations nice foxandfriends enjoy flotus honored host first wh congressional picnic wonderful evening tradition marineband c;39.46778
2017-06-24;make america great cannot imagine fine republican senators would allow american people suffer broken obamacare longer obama administration official said choked came acting russian meddling election want hurt hillary since obama administration told way election russians meddling action focus democrats slam gop healthcare proposal obamacare premiums deductibles increase remember keep doctor keep plan obama administration knew far advance november th election meddling russia nothing;38.71787
2017-06-25;foxandfriends enjoy hillary clinton colluded democratic party order beat crazy bernie sanders allowed collude unfair bernie;39.3798
2017-06-26;grateful decision u supreme court must keep america safe republican senators working hard get help democrats easy perhaps let ocare crash burn magnifying glass zero tapes people colluding collusion obstruction given apology real story president obama nothing informed august russian meddling months looking russia want rock boat choke colluded obstructed dems crooked hillary good reason president obama nothing russia notified cia meddling expected clinton would win democrats become nothing obstructionists policies ideas delay complain obamacare;39.93516
2017-06-27;finished great meeting republican senators concerning healthcare really want get right unlike ocare zero democrats help failed expensive dangerous obamacare dems legacy republican senators working hard caught fake news cnn cold nbc cbs abc failing nytimes washingtonpost fake news fake news cnn looking big management changes got caught falsely pushing phony russian stories ratings way wow cnn retract big story russia employees forced resign phony stories fake news great day america future security safety courtesy u supreme court keep fighting american people win foxnews bombshell obama dismissed idea anyone could rig american election check statement witch hunt;39.60293
2017-06-28;first day office fve taken swift action lift crushing restrictions american energy remarks c democrats purposely misstated medicaid new senate bill actually goes today hosted immigration roundtable ahead two votes taking place congress tomorrow watch read c great honor welcome world series champion chicago cubs whitehouse afternoon c icymi monday great honor welcoming india prime minister narendramodi wh full remarks c amazonwashingtonpost sometimes referred guardian amazon paying internet taxes fake news fake news media likes say totally engaged healthcare wrong know subject well want victory u failing nytimes writes false story false story even call verify facts story fake news joke;39.58723
2017-06-29;new american energy policy unlock millions jobs trillions wealth cusp true ene c comes future america fs energy needs find dream build c statement house passage kate fs law sanctuary criminals act good news house passing sanctuary criminals act hopefully senate follow good news house passed kateslaw hopefully senate follow mattis says trump fs warning stopped chemical weapons attack syria join live vp secretaryperry secretaryzinke epascottpruitt unleashingamericanenergy make america safe nosanctuaryforcriminalsact kateslaw saveamericanlives today house votes two crucial bills nosanctuaryforcriminalsact kateslaw pass bills lets c mar lago nights row around new year eve insisted joining bleeding badly face lift said heard poorly rated morning joe speaks badly watch anymore come low q crazy mika along psycho joe came new sugar deal negotiated mexico good one mexico u deal many years hurt u badly tomorrow house votes kateslaw sanctuary criminals act lawmakers must vote put american safety c;39.51341
2017-06-30;america think big inspire millions children carry proud tradition american c era strategic patience north korea regime failed patience working closely c encouraged president moon assurances work level playing field american workers b c watched low rated morning joe first time long time fake news called stop national enquirer article said bad show crime killings chicago reached epidemic proportions sending federal help shootings chicago year republican senators unable pass working immediately repeal replace later date finished good meeting president south korea many subjects discussed including north korea new trade deal;39.52999000000001
2017-07-01;use social media presidential fs modern day presidential make america great thinking changing name fakenews cnn fraudnewscnn election interviews speeches social media beat fakenews continue win fake fraudulent news media working hard convince republicans others use social media remember getting rdy leave tonight celebrate freedom concert honoring great veterans w many evangelic c weekly address kateslaw nosanctuaryforcriminalsactstatement crazy joe scarborough dumb rock mika bad people low rated show dominated nbc bosses bad extremely pleased see cnn finally exposed fakenews garbage journalism time numerous states refusing give information distinguished voter fraud panel trying hide word greta van susteren let go control bosses nbc comcast refused go along w trump hate happy canada day great people canada prime minister new found friend justintrudeau canada;39.41248
2017-07-02;stock market time high unemployment lowest level years wages start going base never stronger dishonest media never keep us accomplishing objectives behalf great american people c fraudnewscnn fnn always take care great veterans shed blood poured love bared soul c;39.03904
2017-07-03;dow hit new intraday time high wonder whether fake news media report really great numbers jobs economy things starting kick begun like steel aluminum dumping thank shawn steel nice words foxnews help little charliegard per friends u k pope would delighted point fake news forced discuss great jobs numbers strong economy success isis border much else speaking italy morning spoke yesterday king saudi arabia peace middle east interesting things happening speaking germany france morning america men women uniform story freedom overcoming oppression strong protecting weak g c;39.00697
2017-07-04;gas prices lowest u ten years would like see go even lower getting ready celebrate th july big crowd white house happy th everyone country grow prosper happyindependenceday july usa japan put much longer perhaps china put heavy move north korea end nonsense north korea launched another missile guy anything better life hard believe south korea;39.01347
2017-07-05;congratulations dedicated professionals usss celebrate nd anniversary thank trade china north korea grew almost first quarter much china working us give try united states made worst trade deals world history continue deals countries help us getting ready leave poland travel germany g back saturday happyindependenceday usa;39.03389
2017-07-06;strong poland blessing nations europe strong europe blessing west world west never broken values prevail people thrive civilization triumph america proud stand shoulder shoulder poland fight eradicate evils terrorism extremism potusinpoland behalf flotus melania thank poland icymi watch potusinpoland;39.08517
2017-07-07;great first day world leaders g summit hamburg germany looking forward day two usa thank gtrump fs defining speech h wsj editorial represent country well fight interests fake news media never cover accurately cares maga look forward meetings today world leaders including meeting vladimir putin much discuss g summit usa everyone talking john podesta refused give dnc server fbi cia disgraceful poland great meeting chancellor merkel pm shinz abe japan president moon south korea experience yesterday poland great one thank everyone including haters great reviews speech;39.12117
2017-07-08;leaving hamburg washington c wh left china fs president xi excellent meeting trade north korea law enforcement military spectacular job hamburg everybody felt totally safe despite anarchists polizeihamburg g summit g summit wonderful success carried beautifully chancellor angela merkel thank fight fakenews;39.24297
2017-07-09;syrian ceasefire seems holding many lives saved came meeting good years even civilian listened republicans pushed repeal replace obamacare finally chance make america great sanctions discussed meeting president putin nothing done ukrainian syrian problems solved fake news said intel agencies actually apologize obama nothing info election safe questions asked cia fbi ask dnc times server rejected still putin discussed forming impenetrable cyber security unit election hacking many negative things guarded negotiated ceasefire parts syria save lives time move forward working constructively russia strongly pressed president putin twice russian meddling election vehemently denied already given opinion g summit great success u explained u must fix many bad trade deals made get done thank senatordole kind;39.29457
2017-07-10;chelsea clinton asked hold seat motheras mother gave country away fake news would say chelsea pres left conference room short meetings japan countries asked ivanka hold seat standard angela agrees cannot imagine congress would dare leave washington without beautiful new healthcare bill fully approved ready go james comey leaked classified information media illegal fact president putin discussed cyber security unit mean think happen ceasefire;39.25278
2017-07-11;big wins isis marine plane crash mississippi heartbreaking melania send deepest condolences working hard get olympics united states l stay tuned senate democrats confirmed presidential nominees win slow things obstruct;39.14643
2017-07-12;big win today building wall secure border save lives full house senate must act jobs jobs jobs maga stock market hits another high spirit enthusiasm positive jobs outlook looking good maga getting rdy leave france invitation president macron celebrate honor bastille day yrs since u entry wwi years u beef hits chinese market trade deal exciting opportunity agriculture w h functioning perfectly focused healthcare tax cuts reform many things little time watching v standards placed democrats look hillary clinton may gotten away disgraceful washtimes states democrats willfully used moscow disinformation influence presidential election donald trump isis run soon wiped syria iraq illegal border crossings way ms gangs removed remember hear words sources say fake media often times sources made exist son donald good job last night open transparent innocent greatest witch hunt political history sad son donald interviewed seanhannity tonight p great person loves country;39.09839
2017-07-13;great bilateral meetings elysee palace w president emmanuelmacron friendship two nations unbreakable president emmanuelmacronthank beautiful welcome ceremony les invalides today melania thrilled join dedicated men women usembassyfrance members u military families landed paris france flotus melania;38.60715
2017-07-14;president emmanuelmacronthank inviting melania historic celebration france bastilleday juillet landed paris france incredible visit president emmanuelmacron lot discussed accomplished two days left paris u heading new jersey attending uswomensopen important tournament afternoon great conversations president emmanuelmacron representatives trade military security united states mourns victims nice france pledge solidarity france terror great honor represent united states magnificent bastilleday parade congratulations president emmanuelmacron vp mike pence working hard healthcare getting wonderful republican senators right people years suffering thru obamacare republican senators must come promised impt rep senators leadership senatemajldr mcconnell get healthcare plan approved yrs care disaster must happen republicans senators working hard get failed obamacare replacement approved desk pen hand great evening president emmanuelmacron mrs macron went eiffel tower dinner relationship france stronger ever;38.81894000000001
2017-07-15;got uswomensopen bedminster new jersey people really happy record high stock market since election make america great next week senate going vote legislation save americans obamacare disaster weeklyaddress women u open today stock market hit another time high yesterday despite russian hoax story also jobs numbers starting look good stock market new time high working new trade deals great u workers usga uswomensopen bedminster nj tomorrow big crowds expected women playing great exciting honored serve commander chief courageous men women u armed forces grateful nation thanks;38.72128
2017-07-16;usga uswomensopen amateur player co leading first time many decades exciting ussjohnfinn provide essential capabilities keep america safe sailors best anywhere world congratulations abc washington post poll even though almost bad time inaccurate poll around election time phony unnamed sources highly slanted even fraudulent reporting fake news distorting democracy country thank former campaign adviser michael caputo saying powerfully russian collusion winning campaign thank supporters far numbered protesters yesterday women u open cool hillaryclinton illegally get questions debate delete emails son scorned fake news media women played great today usga uswomensopen look forward tomorrow final round;38.71251
2017-07-17;politicians would gone meeting like one jr attended order get info opponent politics heading back washington c much accomplished week trade military security congratulations sung hyun park winning usga uswomensopen;38.6458
2017-07-18;senate must go vote majority instead current votes even parts full repeal need dems control senate crazy small majority republicans house senate need victories next year since dems totally obstruct votes always said let obamacare fail come together great healthcare plan stay tuned let democrats republicans republicans loyal terrific worked really hard return republicans repeal failing obamacare work new healthcare plan start clean slate dems join;38.3734
2017-07-19;republicans never discuss good healthcare bill get even better lunchtime dems scream death ocare dies lunch white house today republican senators concerning healthcare must keep promise america fake news becoming dishonest even dinner arranged top leaders germany made look sinister fake news story secret dinner putin sick g leaders spouses invited chancellor germany press knew;38.41841
2017-07-20;asking citizens believe believe future believe america americafirst departing pentagon meetings vp pence secretary james mattis great teams maga melania send thoughts prayers senator mccain cindy entire family get well soon;38.4932
2017-07-21;today privilege welcome survivors ussarizona whitehouse honorthem remarks today privilege welcome survivors ussarizona wh remarks manufacturers f record high optimism reported st qtr carried nd qtr via shopfloornam icymi week hosted madeinamerica event right whitehouse made america best usa six months hope growth making america four trillion dollars richer stuart varneyco madeinamerica billions dollars investments thousands new jobs america initiative via corning merck pfizer;39.05289000000001
2017-07-22;american steel american hands constructed ton message world american might second none ussgeraldrford usa ship good people serve american sailor best world usnavy ussgeraldrford join live commissioning ceremony uss gerald r ford usa obamacare dead democrats obstructionists ideas votes obstruction solely republican senators republican senators must step plate years vote repeal replace next tax reform infrastructure win fairness anthony scaramucci wanted endorse st republican primaries started think running son donald openly gave e mails media authorities whereas crooked hillary clinton deleted acid washed e mails clinton ties russia including podesta company uranium deal russian reset big dollar speeches etc many people asking g special council looking many hillary clinton comey crimes e mails deleted agree u president complete power pardon think crime far leaks us fake news morning going commissioning ceremony largest aircraft carrier world gerald r ford norfolk va failing new york times foiled u attempt kill single wanted terroristal baghdadi sick agenda national security new intelligence leak amazon washington postthis time g jeff sessions illegal leaks like comey must stop sean spicer wonderful person took tremendous abuse fake news media future bright;38.38955
2017-07-23;hard read failing new york times amazon washington post every story opinion even positive bad sad republicans even carried line back little protect president phony russian witch hunt continues two groups laughing excuse lost election taking hold democrats russians every patriot serve ussgeraldrford keep watch protect defend love good luck godspeed;38.54961
2017-07-24;senator votes starting debate telling america fine w ocarenightmare remarks arriving joint base andrews secretaryperry secretaryzinke secpricemd republicans last chance right thing repeal replace years talking campaigning sleazy adam schiff totally biased congressman looking russia spends time television pushing dem loss excuse committees investigators course beleaguered g looking crooked hillarys crimes russia relations year investigation zero evidence found chuck schumer stated democrats blame ourselvesnot russia drain swamp changed drain sewer actually much worse anyone ever thought begins fake news thank loudobbs giving first six months trump administration c reg cuttingstock jobsborder etc true republicans repeal replace disastrous obamacare repercussions far greater understand;38.54928
2017-07-25;arrived youngstown ohio flotus melania makeamericagreatagain senjohnmccain thank coming c vital vote congrats rep deliver grt healthcare americans joint press conference prime minister saad hariri lebanon beginning shortly join us live america labor market continues boom jobs jobs jobs american people waited long enough enough talk action seven years time action traveling great state ohio tonight big crowd expected see interesting day healthcare dems obstructionists republicans great victory people working major trade deal united kingdom could big exciting jobs e u protectionist u stop jared kushner well yesterday proving collude russians witch hunt next year old barron trump great john mccain coming back vote brave american hero thank john obamacare torturing american people democrats fooled people long enough repeal repeal replace pen hand big day healthcare years talking soon see whether republicans willing step plate problem acting head fbi person charge hillary investigation andrew mccabe got h wife attorney general jeff sessions taken weak position hillary clinton crimes e mails dnc server intel leakers ukrainian efforts sabotage trump campaign quietly working boost clinton investigation g seanhannity fake news washington post used lobbyist weapon congress keep politicians looking amazon tax monopoly many stories washingtonpost fake news bad ratings challenged cnn lobbyist amazon taxes amazon washington post fabricated facts ending massive dangerous wasteful payments syrian rebels fighting assad jambo remember duty honor history take care people god puts life love cherish country;38.35725
2017-07-26;congratulations boys girls nation great honor welcome wh today full remarks america worship government worship god big dollars wife political run hillary clinton representatives drain swamp g sessions replace acting fbi director andrew mccabe comey friend charge clinton investigation got victory cannot burdened tremendous medical costs disruption transgender military would entail thank transgender individuals serve capacity u military military must focused decisive overwhelming consultation generals military experts please advised united states government accept allow senator lisamurkowski great state alaska really let republicans country yesterday bad crowd ohio amazing last night broke records great time great state back soon people ohio fantastic thank much evening great honor join wonderful veterans amvets post youngstown ohio evening grateful nation salutes;38.38412
2017-07-27;great honor present nation highest award public safety officer medal valor five american heroes today gathered east room pay tribute heroes whose courageous actions fire saved many lives alexandria va join live recognize first responders june th shooting involving stevescalise teamscalise big progress made ridding country ms gang members gang members general make america safe candidate trump catherine herridge foxnews fake news report witch hunt purposely phony reporting one things lost politics situation russians collected spread negative information false twitter iphone rt townhallcom abc nbc cbs pretty much bury scandal engulfing debbie wasserman schultz office true twitter iphone come republican senators healthcare years chance shine let american people false twitter iphone wow failing nytimes said foxandfriends powerful v show america thank foxconn investing billion dollars potential k new jobs wisconsin madeintheusa;38.35231
2017-07-28;would like thank reince priebus service dedication country accomplished lot together proud great leader john also done spectacular job homeland security true star administration pleased inform named general secretary john f kelly white house chief staff great american departing long island area siege ms gang members rest ms eradicated lesm always enforce laws protect borders support police lesmharrisburg pennsylvania flashbackfriday ms even though parts healthcare could pass really good things need many great future bills budgets need votes republicans going pass great future legislation senate must immediately go vote majority senseless republicans democrats let american people said beginning let obamacare implode deal watch go republican senators go get waiting years give america great healthcare;38.20862
2017-07-29;nothing us north korea talk longer allow continue china could easily solve problem disappointed china foolish past leaders allowed make hundreds billions dollars year trade yet love reading geniuses instrumental election success problem exist fake news maga unless republican senators total quitters repeal replace dead demand another vote voting bill u stock market almost since election new healthcare bill approved quickly bailouts insurance companies bailouts members congress end soon seven years talking repeal replace people great country still forced live imploding obamacare senate democrats ever got chance would switch majority vote first minute laughing r make change dems totally control u senate many great republican bills never pass like kate law complete healthcare get smart republicans senate never win go vote majority look like fools wasting time outdated filibuster rule must go budget reconciliation killing r senate mitch go votes win time republican senate must get rid vote killing r party allows dems control country bills sit senate joke words russia trump election want strong military low oil prices witch hunt defend country protect communities put safety american people first replay;37.76429
2017-07-30;give republican senators world watching repeal replace go votes nuke option get cross state lines;37.04735
2017-07-31;great day white house highest stock market ever best economic numbers years unemployment lowest years wages raising border secure c wh chaos obamacare hurting people hurt insurance companies congress paying public pays;37.01992
2017-08-01;fake news media trump enemies want stop using social media million people way get truth corporations never made much money making thank stuart varney foxandfriends jobs starting roarwatch stock market could hit time high today months ago election day mainstream media seldom mentions;36.91279
2017-08-02;campaigned creating merit based immigration system protects u workers taxpayers watch raiseact rust belt gave donald trump hero welcome great honor pay tribute vet went beyond call duty protect comrades country freedom small business owners dreamers innovators powering us future read watch;36.95828
2017-08-03;arrived west virginia make america great rally huntington pme massive crowd expected tune maga great veterans connect w va healthcare team anywhere using vavideoconnect available today announced another historic breakthrough va working tirelessly keep promises great veterans usa see tonight huntington west virginia makeamericagreatagain tickets relationship russia time dangerous low thank congress people even give us hcare continuing get rid costly unnecessary regulations much work left effect great business jobs grow business looking better ever business enthusiasm record levels stock market time high happen love white house one beautiful buildings homes ever seen fake news said called dump totally untrue;36.98021
2017-08-04;great work done fema dhsgov w state local leaders prepare hurricane season preparedness investment future matter mission brave men women uscg proudly answer call serve thank happy birthday cg excellent jobs numbers released begun many job stifling regulations continue fall movement back usa west virginia incredible last night crowds enthusiasm beyond gdp wow dem governor became republican last night consumer confidence year high good reason much regulation busting come working hard tax cuts reform forget foxconn spending billion dollars top line plant plants wisconsin toyota mazda build new b plant u create k new american jobs great investment american manufacturing thank west virginia across country americans every kind coming together w one simple goal make america great;36.60229
2017-08-05;united nations resolution single largest economic sanctions package ever north korea one billion dollars cost n k thank nicole many years leaks going washington great see g taking action national security tougher better united nations security council voted sanction north korea china russia voted us big financial impact working bedminster n j long planned construction done white house vacation meetings calls trump gains isis dramatically accelerated prosperity coming back shores putting america workers families first americafirst;36.90808
2017-08-06;make america great;36.86343
2017-08-07;think senator blumenthal take nice long vacation vietnam lied service least say much longer failing nytimes big losses massive unfunded liability non existent sources remain business fake news media talk importance united nations security council vote favor sanctions n korea purpleheartday thank brave men women sacrificed battle great nation usa conquests brave lie cried like baby begged forgiveness like child judges collusion never u history anyone lied defrauded voters like senator richard blumenthal told stories vietnam battles interesting watch senator richard blumenthal connecticut talking hoax russian collusion phony vietnam con artist working hard new jersey white house goes long planned renovation going new york next week meetings hard believe fake news cnn abc nbc cbs nytimes wapo trump base getting stronger supreme court pick economic enthusiasm deregulation much driven trump base even closer together never change west virginia fact fake news russian collusion story record stock market border security military strength jobs trump base far bigger stronger ever despite phony fake news polling look rallies penn iowa ohio failing nytimes made every wrong prediction including big election win apologized totally inept completed call president moon south korea happy impressed united nations vote north korea sanctions fake news refuses report success first months c surging economy jobsborder military securityisis ms etc;36.93701
2017-08-08;days rarely administration achieved achieved even close believe fake news suppression polls e mails show amazonwashingtonpost failingnewyorktimes reluctant cover clinton lynch secret meeting plane many years failurecountries coming together finally address dangers posed north korea must tough decisive holding major briefing opioid crisis major problem country today p bedminster n j;37.56736
2017-08-09;godblesstheusa senator mitch mcconnell said excessive expectations think years hearing repeal replace done hopefully never use power never time powerful nation world first order president renovate modernize nuclear arsenal far stronger powerful ever senator luther strange done great job representing people great state alabama complete total endorsement;37.62228
2017-08-10;trump approval rebounds surges among hispanics union homes men ivankatrump lead u delegation india fall supporting women fs entrepreneurship globally ges narendramodi mitch get back work put repeal replace tax reform cuts great infrastructure bill desk signing believe mitch mcconnell screamed repeal replace years get done must repeal replace obamacare;37.57039
2017-08-11;promised campaign trail provide opportunity americans gain skills needed succeed thrive economy grows consumer comfort reaches year high u economic optimism via bloomberg want make sure workforce development programs need ensure jobs military solutions fully placelocked loadedshould north korea act unwisely hopefully kim jong un find another path;37.39813
2017-08-12;condolences family young woman killed today best regards injured charlottesville virginia sad deepest condolences families fellow officers va state police died today among best nation produces continue follow developments charlottesville provide whatever assistance needed ready willing able must remember truth matter color creed religion political party americans first vital swift restoration law order protection innocent lives charlottesville join live bedminster new jersey bedminster meetings press conference v done make better charlottesville sad must united condemn hate stands place kind violence america lets come together one press conference following national security briefing bedminster new jersey;37.63694
2017-08-14;made additional remarks charlottesville realize fake news media never satisfied truly bad people leaving new york city meetings military purchases trade big day washington c even though white house oval office renovated great trade deals coming american workers merck pharma leader higher higher drug prices time taking jobs u bring jobs back lower prices ken frazier merck pharma resigned president manufacturing councilhe time lower ripoff drug prices obstructionist democrats given us fixed worst trade deals world history changing fast luther strange great state alabama endorsement strong border wall military tax cuts law enforcement heading washington morning much work focus trade military maga;37.85554000000001
2017-08-15;every ceo drops manufacturing council many take place grandstanders gone jobs big day alabama vote luther strange great foxandfriends according report president obama knew russian interference years ago want anger russia senator luther strange great job people alabama foxandfriends tough crime borders etc feels good home seven months white house special place like u really home;37.79533
2017-08-16;today bedminster signed harry w colmery veterans educational assistance act joined deptvetaffairs secshulkin landed bedminster new jersey maga rather putting pressure businesspeople manufacturing council strategy policy forum ending thank memorial service today beautiful incredible heather heyer truly special young woman long remembered wow senator luther strange picked lot additional support since endorsement september runoff strong wall crime make america great kim jong un north korea made wise well reasoned decision alternative would catastrophic unacceptable congratulations john congratulation roy moore luther strange final two heading september runoff alabama exciting race amazon great damage tax paying retailers towns cities states throughout u hurt many jobs lost;37.79533
2017-08-17;study general pershing united states terrorists caught radical islamic terror years united states condemns terror attack barcelona spain whatever necessary help tough strong love beauty taken cities towns parks greatly missed never able comparably replaced change history learn robert e lee stonewall jackson next washington jefferson foolish also sad see history culture great country ripped apart removal beautiful statues monuments many meetings today bedminster including secretary linda small business job numbers looking great great see dr kelli ward running flake jeff flake weak borders crime non factor senate toxic public learning even dishonest fake news totally misrepresent say hate bigotry etc shame people like ms heyer disgusting lie forget election trouncing people south carolina remember publicity seeking lindsey graham falsely stated said moral equivalency kkk neo nazis white supremacists thank mayorgimenez following rule law sanctuary cities make country less safe full remarks join p tuesday august nd phoenix arizona phoenix convention center tickets;37.72692
2017-08-18;returned bedminster nj camp david great meeting national security border military maga directed u cyber command elevated status unified combatant command focused cont heading camp david major meeting national security border military rapidly building strongest ever radical islamic terrorism must stopped whatever means necessary courts must give us back protective rights tough obstructionist democrats make security country difficult use courts associated delay times must stop homeland security law enforcement alert closely watching sign trouble borders far tougher ever;37.05765
2017-08-19;want applaud many protestors boston speaking bigotry hate country soon come together one great country divided decades sometimes need protest order heal heal stronger ever great country divided decades sometimes need protest order heel heel stronger ever great job law enforcement officers boston mayor marty walsh looks like many anti police agitators boston police looking tough smart thank steve bannon tough smart new voice breitbartnews maybe even better ever fake news needs competition important day spent camp david talented generals military leaders many decisions made including afghanistan want thank steve bannon service came campaign run crooked hillary clinton great thanks thoughts prayers kissimmeepolice loved ones lesm today signed global war terrorism war memorial act hr bill authorizes cont;36.81282
2017-08-20;heading back washington working hard watching worst dishonest fake news reporting ever seen;36.92514
2017-08-21;thank dishonest fake news media control jerry falwell liberty university fantastic foxandfriends fake news listen say thanks jerry thoughts prayers w usnavy sailors aboard ussjohnsmccain search rescue efforts underway;37.01527
2017-08-22;push onward victory w hope hearts courage souls everlasting pride every one god bless america see p tonight phoenix arizona maga tickets pray fallen heroes died serving country usnavy aboard ussjohnsmccain families great people last night fort myer virginia future country strong address nationfull video transcript thank men women fort myer every member u military home abroad usa join live fort myer arlington virginia;36.91675
2017-08-23;great honor sign veterans appeals improvement modernization act law w americanlegion secshulkin long faith confidence values challenge great us conquer alconv republican senate get rid filibuster rule go simple majority dems would wasting time last night phoenix read things statements charlottesville fake news media cover fairly people got phoenix crowd last night amazing packed house love great state arizona fan jeff flake weak crime border make america great draintheswamp phoenixrally media give platform hate groups media turns blind eye gang violence streets thank arizona beautiful turnout phoenix tonight full coverage rally via facebook thank great men women u customs border protection facility yuma arizona around united states;36.93331
2017-08-24;great honor spend time brave heroes usmc air station yuma thank service united staes america hurricaneharvey intensifies remember planahead tuesday visited incredible men women icegov dhsgov border patrol yuma az thank respect cherish problem mitch mcconnell hearing repeal replace years failed never happened james clapper famously got caught lying congress authority donald trump show beautiful letter enthusiastic dynamic fun american legion v respectful strong bad dems one change tones james clapper famously got caught lying congress authority donald trump show beautiful letter enthusiastic dynamic fun american legion v respectful strong bad dems one change tones fake news complaining different types back back speeches well afghanistan somber big rally enthusiastic dynamic fun american legion v respectful strong bad dems one change tones fake news complaining different types back back speeches well afghanistan somber big rally big deal dems holding usual debt ceiling approval could easy mess requested mitch paul r tie debt ceiling legislation popular v bill passed easy approval donald e ballard behalf people united states thank courageous service inspire us alconv;36.92144
2017-08-25;storm turned hurricane getting much bigger powerful projected federal government site ready respond safe arrived camp david monitoring path doings hurricane harvey strengthens class mph winds arrived camp david closely watching path doings hurricane harvey strengthens category safe encourage everyone path hurricaneharvey heed advice orders local state officials received hurricaneharvey briefing morning acting dhsgov secretary elaine duke fema brock tombossert cos john kelly spoken w govabbott texas louisianagov edwards closely monitoring hurricaneharvey developments assist needed strange statement bob corker considering constantly asking whether run tennessee happy nick adams retaking america best things presidency reported convinced perhaps best presidency ever administrations done months trump bills passed regulations killed border military isis sc general john kelly fantastic job chief staff tremendous spirit talent w h believe fake news senate republicans get rid filibuster rule go majority bills passed dems control senate great honor spend time brave heroes usmc air station yuma thank service united states america;36.92813
2017-08-26;wonderful coordination federal state local governments great state texas teamwork record setting rainfall thank great volunteers helping hurricaneharvey relief texas closely monitoring hurricaneharvey camp david leaving nothing chance city state federal govs working great together chuckgrassley got message loud clear fantastic people ground got long harvey far good great job world watching safe remain fully engaged w open lines communication hurricaneharvey makes landfall america w govabbott fema dhsgov pleased inform granted full pardon year old american patriot sheriff joe arpaio kept arizona safe request governor texas signed disaster proclamation unleashes full force government help;36.82207
2017-08-27;historic rainfall houston texas floods unprecedented rain coming spirit people incredible thanks major rescue operations underway going cabinet meeting tele conference harvey even experts said never seen one like nafta worst trade deal ever made renegotiation process mexico canada difficultmay terminate mexico one highest crime nations world must wall mexico pay reimbursement wow experts calling harvey year flood effort going going well also going wonderful state missouri lot dem c opposed big tax cuts republican win going texas soon trip made without causing disruption focus must life safety many people saying worst storm hurricane ever seen good news great talent ground great coordination agencies levels government continuing rains flash floods dealt thousands rescued great book great guy highly recommended;37.31853
2017-08-29;foxandfriends looking fill positions need many reduce size government ingrahamangle leaving texas;37.3336
2017-08-30;texas louisiana w today w tomorrow w every single day restore recover rebuild leaving missouri soon speech tax cuts tax reform badly needed reading false reporting even ferocious anger dying magazines makes wonder want maga witnessing first hand horror devastation caused hurricane harveymy heart goes even great people texas u talking north korea paying extortion money years talking answer;37.28516
2017-08-31;thank incredible heroes texas america texasstrong first responders heroic work courage devotion saved countless lives represent best america;37.35038
2017-09-01;stock market months row president donald j trump proclaims september national day prayer hurricaneharvey prayfortexas texas healing fast thanks great men women working hard still much back tomorrow get things done record clip many big decisions made coming days weeks america first general john kelly great job chief staff could happier impressed administration continues wow looks like james comey exonerated hillary clinton long investigation much rigged system texas heeling fast thanks great men women working hard still much back tomorrow;37.50347
2017-09-02;texas today tomorrow every single day restore recover rebuild departing texas louisiana flotus melania right jba nafw see soon america behalf flotus melania thank today update great work southernbaptist sendrelief redcross salvationarmyus going texas louisiana tomorrow first lady great progress made spending weekend working white house;37.76652
2017-09-03;united states considering addition options stopping trade country business north korea meeting general kelly general mattis military leaders white house discuss north korea thank south korea finding told talk appeasement north korea work understand one thing north korea rogue nation become great threat embarrassment china trying help little success north korea conducted major nuclear test words actions continue hostile dangerous united states much spirit la thank hereos saved many lives honor spend time w nationalguard leos cajunnavy remember sunday national prayer day presidential proclamation got back white house great states texas louisiana things going well cooperation coordination manufacturing index rose highest level since early much better together prevail great state texas love god bless texas god bless usa;38.21691
2017-09-04;building future american hands american labor american iron aluminum steel happy laborday;38.37829
